"rank","lemma","translit","pos","gloss_en","combined_zipf","subs_fpm","forum_fpm","subs_zipf","forum_zipf","doc_dispersion_subs","doc_dispersion_forum","register_skew","is_proper","forms_collapsed"
"135","გამარჯობა","gamarjoba","interj","hello, greetings","5.941","1519.80","500.76","6.182","5.700","0.7206","0.1501","0","0","გამარჯობა,გამარჯობათ,გამაჯობათ,გამარჯობაათ,გამარჯობას,გამარჯობის"
"136","მოცემა","motsema","verb","to give, to grant","5.939","1516.08","497.46","6.181","5.697","0.8676","0.1163","0","0","იძლევა,მომცა,მომეცი,მოგცემს,მოგცემ,მომეცით,მოგცემთ,მომცეს"
"137","იქნებ","ikneb","particle","maybe, perhaps","5.936","913.37","815.54","5.961","5.911","0.7794","0.1917","0","0","იქნებ,იკნებ,იქნებდა,ინებ,იქებ"
"138","არავინ","aravin","pron","nobody, no one","5.936","931.97","797.57","5.969","5.902","0.8382","0.1741","0","0","არავინ,არავის,არავინაა,არავისთვის,არავისთან,არავისზე,არავისი,არავიზე"
"139","გზა","gza","noun","road, way, path","5.934","1095.67","672.36","6.040","5.828","0.8824","0.1052","0","0","გზა,გზით,გზაზე,გზის,გზას,გზები,გზაა,გზაში"
"140","აზრი","azri","noun","opinion, idea, meaning","5.930","548.77","1322.44","5.739","6.121","0.6765","0.2173","0","0","აზრი,აზრით,აზრზე,აზრს,აზრის,აზრია,აზრები,აზრებს"
"141","რომელი","romeli","pron","which, what","5.929","615.73","1170.28","5.789","6.068","0.6912","0.2332","0","0","რომელი,რომელ,რომელია,რომელზეც,რომელს,რომელთა,რომლითაც,რომელის"
"142","ყიდვა","q'idva","verb","to buy, to purchase","5.922","422.27","1656.28","5.626","6.219","0.6324","0.1888","0","0","იყიდება,ვიყიდე,ყიდვა,ვიყიდო,იყიდო,იყიდე,ვიყიდი,იყიდი"
"143","მართლა","martla","adv","really","5.921","894.77","776.49","5.952","5.890","0.5882","0.1650","0","0","მართლა,მარტლა,მართლაა,მართლ,ამრთლა,მართლად,მაღტლა"
"144","საუბარი","saubari","noun","to talk, to speak, to converse","5.919","1192.40","576.66","6.076","5.761","0.7059","0.0810","0","0","საუბარი,საუბარია,საუბრის,საუბარს,საუბრები,საუბარში,საუბრისას,საუბარიც"
"145","მახსოვს","makhsovs","verb","to remember","5.916","1058.47","640.46","6.025","5.806","0.8088","0.1354","0","0","მახსოვს,გახსოვს,გახსოვთ,ახსოვს,მახსოვდა,გახსოვდეთ,გახსოვდეს,გვახსოვს"
"146","ბავშვი","bavshvi","noun","child, baby","5.915","969.18","697.47","5.986","5.844","0.7500","0.0889","0","0","ბავშვი,ბავშვს,ბავშვები,ბავშვებს,ბავშვის,ბავშვების,ბავშვთა,ბავშვისთვის"
"147","საათი","saati","noun","hour, clock, watch","5.913","928.25","722.59","5.968","5.859","0.6765","0.1209","0","0","საათი,საათზე,საათში,საათის,სთ,საათით,საათამდე,საათს"
"148","დაბრუნება","dabruneba","verb","return, comeback","5.912","1716.99","388.75","6.235","5.590","0.8971","0.0796","0","0","დაბრუნება,დაბრუნდა,ბრუნდება,დაბრუნდება,დაბრუნებას,დავბრუნდი,დაბრუნდი,დავბრუნდები"
"149","მარტო","mart'o","adv","alone, only","5.910","652.94","1010.78","5.815","6.005","0.7206","0.2042","0","0","მარტო,მარტოდ,მარტოა,ამრტო,მარტ,მარტოც,მარტოო,მატო"
"150","ისეთი","iset'i","pron","such, such a","5.908","585.97","1117.48","5.768","6.048","0.5882","0.2146","0","0","ისეთი,ისეთ,ისეთს,ისეთები,ისეთია,ისეტი,ისეთებს,ისეთის"
"151","გასვლა","gasvla","verb","to go out, to exit","5.908","783.15","835.52","5.894","5.922","0.7353","0.1525","0","0","გადის,გავიდა,გავა,გავედი,გადიოდა,გავდივარ,გასვლის,გავალ"
"152","წინ","tsin","adv","forward, ahead, in front","5.907","775.71","841.20","5.890","5.925","0.8382","0.1741","0","0","წინ,წინაც,წინაა,ცინ,წინო"
"153","ხედვა","khedva","verb","to see, to view, vision","5.907","1583.05","412.03","6.199","5.615","0.8971","0.0891","0","0","ვხედავ,ხედავ,ხედავს,ხედავთ,ვხედავთ,ხედვა,ხედავენ,ვხედავდი"
"154","დარჩენა","darchena","verb","to stay, to remain","5.907","1028.70","633.67","6.012","5.802","0.8382","0.1381","0","0","დარჩა,რჩება,დარჩება,დამრჩა,დარჩეს,დავრჩი,მრჩება,დაგრჩებით"
"155","პრობლემა","p'roblema","noun","problem","5.904","492.96","1303.92","5.693","6.115","0.5294","0.1980","0","0","პრობლემა,პრობლემები,პრობლემაა,პრობლემას,პრობლემის,პრობლემების,პრობლემებს,პრობლემაც"
"156","გამო","gamo","other","because of, due to, for","5.900","749.67","840.47","5.875","5.925","0.7500","0.1599","0","0","გამო,გამოც,გამოა,გამოო,მოც"
"157","ისევ","isev","adv","again, still, yet","5.899","771.99","813.34","5.888","5.910","0.7353","0.1637","0","0","ისევ,ისევო,სიევ"
"158","რადგან","radgan","conj","because, since","5.893","798.04","766.40","5.902","5.884","0.7500","0.1410","0","0","რადგან,რახან,რადგამ,რაგდან"
"159","იმიტომ","imitom","adv","because, for that reason","5.891","738.51","818.84","5.868","5.913","0.8088","0.1586","0","0","იმიტომ,იმიტო,იმიტომაა,იმიტოა,მიტო,იმიტომაცაა,იმტომ,იმიტომო"
"160","სახელი","sakheli","noun","name, reputation, fame","5.890","1147.76","525.14","6.060","5.720","0.8235","0.1061","0","0","სახელი,სახელით,სახელს,სახელები,სახელად,სახელია,სახელის,სახელზე"
"161","იგივე","igive","pron","same, the same","5.889","660.38","908.67","5.820","5.958","0.7794","0.1698","0","0","იგივე,იგივეა,იმავე,იგივეს,იმავეს,იგივ,იგივეთი,იგვე"
"162","სადაც","sadats","adv","where","5.885","574.81","1025.45","5.760","6.011","0.7794","0.1989","0","0","სადაც,სადც,ადაც,საცა"
"163","ცუდი","tsudi","adj","bad, poor","5.883","853.84","683.17","5.931","5.835","0.8088","0.1425","0","0","ცუდი,ცუდია,ცუდ,უარესი,ცუდს,უარესია,უარეს,უარესს"
"164","ასევე","asave","adv","also, as well, likewise","5.877","541.32","1047.26","5.733","6.020","0.6324","0.1743","0","0","ასევე,ასევეა,გასევე,ასევ,ესევე,ასვე"
"165","მესმის","mesmis","verb","to understand, to hear","5.874","1709.54","327.15","6.233","5.515","0.8529","0.0781","0","0","მესმის,გესმის,ესმის,გესმით,ესმით,მესმოდა,გვესმის,ისმოდა"
"166","ყურება","q'ureba","verb","to watch, to look, to observe","5.872","745.95","743.67","5.873","5.871","0.7794","0.1323","0","0","ვუყურებ,ვუყურე,ყურება,უყურებს,უყურებ,ვუყურებდი,უყურე,უყურეთ"
"167","საკუთარი","sak'utari","pron","own, private, personal","5.870","883.61","622.68","5.946","5.794","0.7794","0.1018","0","0","საკუთარი,საკუთარ,საკუთარის,საკუტარი,საკუტარ,საკუთარს,საკუთარზე"
"168","ჰო","ho","particle","yes, yeah","5.863","2167.16","245.20","6.336","5.390","0.5147","0.0648","0","0","ჰო,ჰოო,ჰოოო,ჰოოოო,ჰოს"
"169","აბა","aba","particle","well, then, let's see (discourse marker)","5.861","504.12","1046.35","5.703","6.020","0.5294","0.2184","0","0","აბა,აბაა,აპა,აბააა,აბაააა,ააბა"
"170","აღება","agheba","verb","to take, to pick up","5.858","857.56","605.08","5.933","5.782","0.7794","0.1309","0","0","იღებს,აიღო,აიღე,ავიღე,აღება,ავიღოთ,ავიღო,აიღებს"
